row,devicename,concept_id,concept_name
344,ADAM KM CARE-S,4274503,Bandage
345,ADAPT PASTE,4270450,Ostomy adhesive plasters
346,ADDITIONAL BASKET FOR LITHOTRIPTOR,4290438,Stone retrieval basket
347,ADENOID용 Shaver Blade(광우),4008955,Surgical saw
348,ADEPT,2615775,Adhesion barrier
349,ADEPT(1.5L),2615775,Adhesion barrier
350,ADJUSTABLE TRACHEOSTOMY TUBE 6FR,4044008,Tracheostomy tube
351,ADJUSTABLE TRACHEOSTOMY TUBE 7FR,4044008,Tracheostomy tube
352,ADJUSTABLE TRACHEOSTOMY TUBE 8FR,4044008,Tracheostomy tube
353,ADJUSTABLE TRACHEOSTOMY TUBE 9FR,4044008,Tracheostomy tube
354,ADSORBA 150C/300C(BLOOD LINE 포함),45767497,Hemoperfusion tubing set
355,ADULT EVAQUA 2 BREATHING CIRCUIT,45767465,"Respiratory gas heating wire, adult"
356,ADULT EVAQUA 2 BREATHING CIRCUIT RT380,45767465,"Respiratory gas heating wire, adult"
357,ADULT EVAQUA 2 BREATHING CIRCUIT RT380F,45767465,"Respiratory gas heating wire, adult"
358,ADULT HEATED CIRCUIT AIRVO+NASAL CANNULA OPT316,4105239,Breathing circuit
359,ADULT HEATED CIRCUIT AIRVO+NASAL CANNULA OPT318,4105239,Breathing circuit
360,ADULT HEATED CIRCUIT AIRVO+NASAL CANNULA(L),4105239,Breathing circuit
361,ADULT HEATED CIRCUIT AIRVO+NASAL CANNULA(M),4105239,Breathing circuit
362,ADULT HEATED CIRCUIT AIRVO+NASAL CANNULA(S),4105239,Breathing circuit
363,ADULT HEATED CIRCUIT AIRVO+TRACHEOSTOMY CONNECT(T),4105239,Breathing circuit
364,ADVANCED VENOUS ACCESS 3-LUMEN 8.5FR,4134408,Triple lumen catheter
365,ADVANCED VENOUS ACCESS TRIPLE LUMEN 9FR,4134408,Triple lumen catheter
366,ADVANTAGESOFC.A.T.S,45768153,Blood autotransfusion system
367,AEC CARTRIDGE(ARTICULAR 35) ,45765044,"Endoscopic manual linear cutting stapler, single-use"
368,AEC Cartridge(Regular),45765044,"Endoscopic manual linear cutting stapler, single-use"
369,AEC STAPLER(ARTICULAR 35) ,45765044,"Endoscopic manual linear cutting stapler, single-use"
370,AESCULAP ENDO CLIP M/L PL579T(CHALLENGER TI-P) ,45758369,"Ligation clip, metallic"
371,AESCULAP ENDO CLIP S/M PL574T(CHALLENGER TI-P) ,45758369,"Ligation clip, metallic"
372,AFFINITY NT OXYGENATOR,4106141,Oxygenator
373,AHMED GLAUCOMA VALVE IMPLANT FLEXIBLE PLATE,4252040,Valved ophthalmic drainage device
374,AHMED GLAUCOMA VALVE IMPLANT FP7-성인,4252040,Valved ophthalmic drainage device
375,AHMED GLAUCOMA VALVE IMPLANT FP8-소아,4252040,Valved ophthalmic drainage device
376,AIR DERMATOME BLADE,45769457,Surgical blade
377,AIRVO BREATHING CIRCUIT 900PT501-1,4105239,Breathing circuit
378,AIRVO BREATHING CIRCUIT 900PT501-2,4105239,Breathing circuit
379,AIRVO BREATHING CIRCUIT 900PT501-3,4105239,Breathing circuit
380,ALCON 20G CUR.ILLUMINATED LASER PROBE 750982,4106021,Laser probe
381,ALCON 20G CURVED LASER PROBE 750989,4106021,Laser probe
382,ALCON 20G STR.ILLUMINATED LASER PROBE 750983,4106021,Laser probe
383,ALCON 20G STR.LASER PROBE 750990,4106021,Laser probe
384,ALCON 23G CUR.ILLUMINATED LASER PROBE 751590,4106021,Laser probe
385,ALCON 23G FLEXIBLE LASER PROBE 751113,4106021,Laser probe
386,ALCON 23G STR.LASER PROBE 750991,4106021,Laser probe
387,ALCON 25G ASSY SHIP FLEX LASER PROBE RFID 751114,4106021,Laser probe
388,ALCON 25G STR.LASER PROBE 750978,4106021,Laser probe
389,ALEXIS ES C8312(2-4CM),45760849,"Wound retractor, intermediate/deep"
390,ALEXIS HALS LARGE,45760849,"Wound retractor, intermediate/deep"
391,ALEXIS HALS MEDIUM,45760849,"Wound retractor, intermediate/deep"
392,ALEXIS HALS SMALL,45760849,"Wound retractor, intermediate/deep"
393,ALEXIS HALS X-LARGE,45760849,"Wound retractor, intermediate/deep"
394,ALEXIS HALS XS,45760849,"Wound retractor, intermediate/deep"
395,ALEXIS L C8303(9-14CM),45760849,"Wound retractor, intermediate/deep"
396,ALEXIS M C8302(5-9CM),45760849,"Wound retractor, intermediate/deep"
397,ALEXIS S C8301(2.5-6CM),45760849,"Wound retractor, intermediate/deep"
398,ALEXIS XL C8304(11-17CM),45760849,"Wound retractor, intermediate/deep"
399,ALGISITE 10*10,4294012,Alginate dressing sterile 10cm x 10cm
400,ALGISITE 15*20,4268593,Alginate dressing sterile 15cm x 20cm
401,ALGISITE 5*5,4296780,Alginate dressing sterile 5cm x 5cm
402,Alleevyn Adhesive 7.5cm*7.5cm,4224204,Polyurethane foam dressing
403,ALLEVYN ADHESIVE 12.5*12.5CM,4224204,Polyurethane foam dressing
404,Allevyn Adhesive 12.5*22.5cm,4224204,Polyurethane foam dressing
405,Allevyn Adhesive 17.5*17.5cm,4224204,Polyurethane foam dressing
406,Allevyn Adhesive 22.5*22.5cm,4224204,Polyurethane foam dressing
407,ALLEVYN ADHESIVE 7.5*7.5CM,4224204,Polyurethane foam dressing
408,ALLEVYN COMPRESSION 10*10,4224204,Polyurethane foam dressing
409,ALLEVYN COMPRESSION 10*10CM,4224204,Polyurethane foam dressing
410,ALLEVYN COMPRESSION 15*20CM,4224204,Polyurethane foam dressing
411,ALLEVYN COMPRESSION 5*6CM,4224205,Polyurethane foam sterile film dressing
412,ALLEVYN GENTLE BORDER -STANDARD 10CMX20CM(7CMX17CM,4224204,Polyurethane foam dressing
413,ALLEVYN GENTLE BORDER-12.5CMX12.5CM (10CMX10CM),4224204,Polyurethane foam dressing
414,ALLEVYN GENTLE BORDER7.5CMX7.5CM (5CMX5CM),4224204,Polyurethane foam dressing
415,ALLEVYN GENTLE BORDER-LITE 5.5CMX12CM(3CMX9.5CM),4224204,Polyurethane foam dressing
416,ALLEVYN HEEL,4224204,Polyurethane foam dressing
417,ALLEVYN HEEL 13.5*10.5,4224204,Polyurethane foam dressing
418,ALLEVYN STANDARD(10CM * 20CM),4224204,Polyurethane foam dressing
419,ALLEVYN STANDARD(10CM *10CM),4224204,Polyurethane foam dressing
420,ALLEVYN STANDARD(20CM *20CM),4224204,Polyurethane foam dressing
421,ALLEVYN THIN 10*10,4224204,Polyurethane foam dressing
422,ALLEVYN THIN 10*10CM,4224204,Polyurethane foam dressing
423,ALLEVYN THIN 15*20,4224205,Polyurethane foam sterile film dressing
424,ALLEVYN THIN 15*20CM,4224205,Polyurethane foam sterile film dressing
425,ALLEVYN THIN 5*6CM,4224204,Polyurethane foam dressing
426,ALLOGRAFT BONE CHIP S 15CC,4128972,Allograft cancellous bone
427,ALLOMATRIX INJECTABLE PUTTY-1.0,4128972,Allograft cancellous bone
428,ALLOMATRIX INJECTABLE PUTTY-10.0CC,4128972,Allograft cancellous bone
429,ALLOMATRIX INJECTABLE PUTTY-5.0CC,4128972,Allograft cancellous bone
430,ALLOMTRIX INJECTABLE PUTTY 1CC,4128972,Allograft cancellous bone
431,ALLOMTRIX INJECTABLE PUTTY 5CC,4128972,Allograft cancellous bone
432,ALTERNA 2P URO MAXITRANSⅠ50MM,4225145,Urostomy bag
433,ALTERNA FREE WITH HIDE-AWAY OUTLET ONE-PIECE,4225137,Colostomy bag
434,ALTERNA PLATES 40MM,4224190,Stoma flange
435,ALTERNA PLATES 50MM,4224190,Stoma flange
436,ALTERNA PLATES 60MM,4224190,Stoma flange
437,AMADEUS SUPERCROSS RX CORONARY DILATATION CATHETER,45768093,Coronary angioplasty balloon catheter
438,AMBIX ANAPA AC1002,4331086,Infusion pump
439,AMBU ACE NECK COLLAR,4272956,Cervical collar
440,AMBU ACE NECK COLLAR-소아용,4272956,Cervical collar
441,AMPHIRION DEEP BALLOON CATH S(2-5MM),4124393,Balloon dilatation catheter
442,AMPHIRION DEEP BALLOON CATHETER SMALL(2-5 MM),4124393,Balloon dilatation catheter
443,AMPLATZ (L) BRITE TIP GUIDING CATHETER 6Fr. ALI,45761363,Coronary artery guide catheter
444,AMPLATZ (L) BRITE TIP GUIDING CATHETER 6Fr. ALII,45761363,Coronary artery guide catheter
445,AMPLATZ (R) BRITE TIP GUIDING CATHETER 6Fr.ARI,45761363,Coronary artery guide catheter
446,AMPLATZ (R) BRITE TIP GUIDING CATHETER 6Fr.ARII,45761363,Coronary artery guide catheter
447,AMPLATZ ANGIO CATH CORDIS,45771910,"Angiographic catheter, single-use"
448,AMPLATZ ANGIO CATH(정성),45771910,"Angiographic catheter, single-use"
449,AMPLATZ GUIDING CATHETER CORDIS,45761363,Coronary artery guide catheter
450,AMPLATZ SUPER STIFF GUIDE WIRE ,4159813,Guide wire
451,AMPLATZ SUPER STIFF GUIDE WIRE   0.038-260-STR,4159813,Guide wire
452,AMPLATZ SUPER STIFF GUIDE WIRE   38-75-STR,4159813,Guide wire
453,AMPLATZ SUPER STIFF GUIDE WIRE 038-145-J,4159813,Guide wire
454,Amplatz superstiff wire (short),4159813,Guide wire
455,Amplatz supper stiff wire 035-260cm,4159813,Guide wire
456,AMPLATZ(L) PINK POWER Ⅰ   6Fr. Ⅰ,45761363,Coronary artery guide catheter
457,AMPLATZ(L) VISTA BRITE TIP  CORDIS   8Fr. I,45761363,Coronary artery guide catheter
458,AMPLATZ(L)BRITE TIP DURALYN CORDIS   7Fr. 1,45761363,Coronary artery guide catheter
459,AMPLATZ(L)BRITE TIP DURALYN CORDIS   7Fr. 2,45761363,Coronary artery guide catheter
460,AMPLATZ(R)  BRITE TIP DURALYN    CORDIS   7Fr. 1,45761363,Coronary artery guide catheter
461,AMPLATZ(R) CORDIS,45771910,"Angiographic catheter, single-use"
462,AMPLATZ(R) GUIDING CATHETER CORDIS,45761363,Coronary artery guide catheter
463,AMPLATZER DELIVERY 2 SYSTEM,45761396,Cardiac occluder delivery kit
464,AMPLATZER DELIVERY2 SYSTEM,45761396,Cardiac occluder delivery kit
465,AMPLAZT(L) 6FR-ALI,45771910,"Angiographic catheter, single-use"
466,AMPLAZT(L) 6FR-ALII,45771910,"Angiographic catheter, single-use"
467,AMPLAZT(R) 6FR-ARMOD,45771910,"Angiographic catheter, single-use"
468,ANAPA,4331086,Infusion pump
469,ANAPA AC1020,4331086,Infusion pump
470,ANAPA PLUS P0605,45758185,Patient-controlled analgesia infusion pump
471,ANAPA PLUS P1020,45758185,Patient-controlled analgesia infusion pump
472,ANAPA PLUS(AMBIX ANAPLUS) LP1020,45758185,Patient-controlled analgesia infusion pump
473,ANAPA PLUS(AMBIX ANAPLUS) LP1040,45758185,Patient-controlled analgesia infusion pump
474,ANGIO CATHETER COBRA ,45771910,"Angiographic catheter, single-use"
475,ANGIO CATHETER GLB(JS),45771910,"Angiographic catheter, single-use"
476,ANGIO CATHETER GRB(JS),45771910,"Angiographic catheter, single-use"
477,ANGIO CATHETER HEADHUNTER,45771910,"Angiographic catheter, single-use"
478,ANGIO CATHETER HEADHUNTER 5FR,45771910,"Angiographic catheter, single-use"
479,ANGIO CATHETER HEADHUNTER(JS),45771910,"Angiographic catheter, single-use"
480,ANGIO CATHETER HN4(JS),45771910,"Angiographic catheter, single-use"
481,ANGIO CATHETER OMNIFLUSH,45771910,"Angiographic catheter, single-use"
482,ANGIO CATHETER OMNIFLUSH 4FR,45771910,"Angiographic catheter, single-use"
483,ANGIO CATHETER PARK'S BIRTH(JS),45771910,"Angiographic catheter, single-use"
484,ANGIO CATHETER SIMMONS 1(JS),45771910,"Angiographic catheter, single-use"
485,ANGIO CATHETER SIMMONS 2(JS),45771910,"Angiographic catheter, single-use"
486,ANGIO GUIDE WIRE,4159813,Guide wire
487,ANGIO GUIDE WIRE(JS),4159813,Guide wire
488,Angio Seal,4142191,Vascular device
489,Angio-CATH (All),45771910,"Angiographic catheter, single-use"
490,ANGIOGRAPHIC CATHETER,45771910,"Angiographic catheter, single-use"
491,ANGIOGRAPHIC CATHETER(GOODMAN),45771910,"Angiographic catheter, single-use"
492,ANGIOGRAPHY BALLOON   4FR,45771910,"Angiographic catheter, single-use"
493,ANGIOGRAPHY BALLOON ARROW   5Fr.,45771910,"Angiographic catheter, single-use"
494,ANGIOGRAPHY BALLOON ARROW   6Fr.,45771910,"Angiographic catheter, single-use"
495,ANGIOGRAPHY CATHETER,45771910,"Angiographic catheter, single-use"
496,ANTI Biotic Cement,4245414,Bone cement
497,Anti Biotic Cement(한영),4245414,Bone cement
498,ANTI EMBOLISM STOCKING THIGH(BAND) L(광혜),4082555,Antithromboembolic stockings
499,ANTI EMBOLISM STOCKING THIGH(BAND) M(광혜),4082555,Antithromboembolic stockings
500,ANTI EMBOLISM STOCKING THIGH(BAND) S(광혜),4082555,Antithromboembolic stockings
501,ANTI EMBOLISM STOCKING THIGH(BAND) XL(광혜),4082555,Antithromboembolic stockings
502,Antibacterial Foley Cath 12Fr.,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
503,Antibacterial Foley Cath 14Fr.,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
504,ANTIBACTERIAL FOLEY CATHETER 12FR,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
505,ANTIBACTERIAL FOLEY CATHETER 14FR,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
506,ANTIBACTERIAL FOLEY CATHETER 16FR,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
507,Antibacterial Foley Catheter 16Fr.,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
508,ANTIBACTERIAL FOLEY CATHETER 18FR,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
509,Antibacterial Foley Catheter 18Fr.,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
510,ANTIBACTERIAL FOLEY CATHETER 20FR,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
511,ANTI-EM GP STOCKINGS THIGH L(베스트),4082895,Support stockings - garment
512,ANTI-EM GP STOCKINGS THIGH M(베스트),4082895,Support stockings - garment
513,ANTI-EM GP STOCKINGS THIGH S(베스트),4082895,Support stockings - garment
514,ANTI-EM GP STOCKINGS THIGH XL(베스트),4082895,Support stockings - garment
515,ANTIEMBOLISM STOCKING THIGH ALBAHEALTH CARE 18MMHG,4082555,Antithromboembolic stockings
516,AORTIC ARCH HI-FLEX CANNULA ARS 20FR,4326398,Arterial cannula
517,AORTIC ARCH HI-FLEX CANNULA ARS 22FR,4326398,Arterial cannula
518,AORTIC ARCH HI-FLEX CANNULA ARS 24FR,4326398,Arterial cannula
519,AORTIC CANNULA   21Fr 7MM,4326398,Arterial cannula
520,AORTIC CANNULA   24Fr 8MM,4326398,Arterial cannula
521,Aortic Cannula 18-24g (RT.Angle),45761660,Cardioplegia cannula
522,AORTIC CANNULA STR   10Fr.,4326398,Arterial cannula
523,AORTIC CANNULA STR   12Fr.,4326398,Arterial cannula
524,AORTIC CANNULA STR   14Fr.,4326398,Arterial cannula
525,AORTIC CANNULA STR   16Fr.,4326398,Arterial cannula
526,AORTIC CANNULA STR   18Fr.,4326398,Arterial cannula
527,AORTIC CANNULA STR   21Fr.,4326398,Arterial cannula
528,AORTIC CANNULA STR   24Fr.,4326398,Arterial cannula
529,AORTIC HEART VALVE TISSUE(박스터)19,4085258,Biologic cardiac valve prosthesis
530,AORTIC HEART VALVE TISSUE(박스터)21,4085258,Biologic cardiac valve prosthesis
531,AORTIC HEART VALVE TISSUE(박스터)23,4085258,Biologic cardiac valve prosthesis
532,AORTIC HEART VALVE TISSUE(박스터)25,4085258,Biologic cardiac valve prosthesis
533,Aortic P. Cannula 18-24G,4326398,Arterial cannula
534,AORTIC ROOT CANNULA WITH VENT 14Fr.,45763508,Aorta cannula
535,AORTIC ROOT CANNULA WITH VENT 16Fr.,45763508,Aorta cannula
536,AORTIC ROOT CANNULAE   18Ga.,45763508,Aorta cannula
537,AORTIC ROOT CATHETER   ATC-014-LV,45761660,Cardioplegia cannula
538,AORTIC ROOT CATHETER ATC-014-LV,45761660,Cardioplegia cannula
539,Aortic Root Vent Ca (12-16G),45763508,Aorta cannula
540,APD DRAINAGE CATHETER,2615756,"Catheter, drainage"
541,APD DRAINAGE CATHETER   10.3-38-25-PIG,2615756,"Catheter, drainage"
542,APD DRAINAGE CATHETER   6.0-38-25-PIG,2615756,"Catheter, drainage"
543,APD DRAINAGE CATHETER   8.3-38-25-J,2615756,"Catheter, drainage"
544,APIS 3.5MM SELF-TAPPING SCREW,4239189,Bone screw
545,APIS FIBULAR LOCKING PLATE,4098108,Bone plate
546,APIS SELF-TAPPING SCREW 3.5MM,4239189,Bone screw
547,APOLLO BALLOON,45768093,Coronary angioplasty balloon catheter
548,APOLLO CORONARY DILATATION CATHETER,45768093,Coronary angioplasty balloon catheter
549,APPLIED TIGOLD ENDO CLIP,45758369,"Ligation clip, metallic"
550,APPLIED VERTEX STENT,4120252,Ureteric stent
551,APPOSE Skin Stapler 35R,45759886,Skin stapler
552,APPOSE Skin Stapler 35W,45759886,Skin stapler
553,APTUS CORTEX BONE SCREW,4239189,Bone screw
554,APTUS CORTEX LOCKING SCREW,4105219,Locking screw
555,APTUS DISTAL RADIUS LOCKING PLATE,4098108,Bone plate
556,Aqua Sense 특수인공수정체(신한),4208975,Intraocular lens implant
557,AQUACEL 10X10,4219811,Hydrocolloid hydrofiber dressing
558,AQUACEL 15X15,4219811,Hydrocolloid hydrofiber dressing
559,AQUACEL 15X15CM,4219811,Hydrocolloid hydrofiber dressing
560,AQUACEL 5X5,4219811,Hydrocolloid hydrofiber dressing
561,AQUACEL AG 10*10CM,4246818,Silver dressing
562,AQUACEL AG 15*15CM,4246818,Silver dressing
563,AQUACEL AG 2*45CM,4246818,Silver dressing
564,AQUACEL AG 20*30CM,4246818,Silver dressing
565,AQUACEL AG 5*5CM,4246818,Silver dressing
566,AQUACEL AG-10*10,4246818,Silver dressing
567,AQUACEL AG-15*15,4246818,Silver dressing
568,AQUACEL AG-2*45,4246818,Silver dressing
569,AQUACEL AG-20*30,4246818,Silver dressing
570,AQUACEL AG-5*5,4246818,Silver dressing
571,Aquacell 10*10cm,4219811,Hydrocolloid hydrofiber dressing
572,Aquacell 5*5cm,4219811,Hydrocolloid hydrofiber dressing
573,ARCALINE 5ML,45760079,"Retinal tamponade medium, postoperative"
574,ARCH BAR,45760990,Temporary maxillomandibular fixation set
575,ARCH BAR 1METER,45760990,Temporary maxillomandibular fixation set
576,ARCTICSUN PAD,45772559,Water heating pad system pad
577,ARGON PROBE,4040746,Argon laser device
578,ARM BOARD WF-03(대),4042424,Splint
579,ARM BOARD WF-03(소),4042424,Splint
580,ARM BOARD WF-03(중),4042424,Splint
581,ARROW CATHETER DOUBLE 7FR,4179206,Central venous catheter
582,ARROW CATHETER MAC SI11142,4179206,Central venous catheter
583,ARROW CATHETER SINGLE   14FR,4179206,Central venous catheter
584,ARROW CATHETER SINGLE   16FR,4179206,Central venous catheter
585,ARROW CATHETER SINGLE   18FR,4179206,Central venous catheter
586,ARROW CATHETER SINGLE   20FR,4179206,Central venous catheter
587,ARROW CVP (2-LUMEN) 7FR,4179206,Central venous catheter
588,ARROW CVP (3-LUMEN) 5.5FR,4179206,Central venous catheter
589,ARROW CVP (3-LUMEN) 7FR,4179206,Central venous catheter
590,ARROW GARD BLUE CVC DOUBLE 4FR,4179206,Central venous catheter
591,ARROW GARD BLUE CVC DOUBLE 5FR,4179206,Central venous catheter
592,ARROW GARD BLUE CVC DOUBLE 8FR,4179206,Central venous catheter
593,ARROW GARD BLUE CVC DOUBLE CS-27702E,4179206,Central venous catheter
594,ARROW GARD BLUE CVC QUAD-LUMEN 8.5FR,4179206,Central venous catheter
595,ARROW GARD BLUE CVC TRIPLE CS-25703E,4179206,Central venous catheter
596,ARROW SUPER FLEX SHEATH ,45772243,Intravascular guiding catheter
597,ARROW SUPER FLEX SHEATH 100CM,45772243,Intravascular guiding catheter
598,ARTICGEL PADS,45772559,Water heating pad system pad
599,"ARTIFIX STANDARD FIXATOR FEMUR,TIBIA,HUMERUS,FOREA",45764599,"External orthopedic fixation system, single-use, sterile"
