row,drugname,concept_id,concept_name
339,동아트랑센 캅셀 5mg (향),790315,Clorazepate Dipotassium 5 MG Oral Capsule
340,동아페르디핀 주 10mg/10ml/AM,40165072,Nicardipine hydrochloride 1 MG/ML Injectable Solution
341,동화 오스칼정 500MG,42899543,Oyster shell calcium carbonate preparation
342,동화후시딘 크림 10g,19010462,Fusidate 20 MG/ML Topical Cream
343,둘코락스 좌약,19020131,Bisacodyl 10 MG Rectal Suppository
344,듀라티얼즈 안연고 3.5g/TB,19087317,Lanolin
345,듀파락시럽 15ml/PA,987245,Lactulose
346,디.디.에스정 100mg,1711792,Dapsone 25 MG Oral Tablet
347,디고신 정 0.25mg,19018937,Digoxin 0.25 MG Oral Tablet
348,디곡신 주 0.25mg/1ml/AM,19003514,Digoxin 0.25 MG/ML Injectable Solution
349,디란친 캅셀 100MG,40163210,Phenytoin sodium 100 MG Oral Capsule
350,디세텔 정 50mg,19025200,pinaverium 50 MG Oral Tablet
351,디스그렌 캅셀,19042779,triflusal 300 MG Oral Capsule
352,디아미크롱 정 80mg,19059797,Gliclazide 80 MG Oral Tablet
353,디아제팜 10MG,19076374,Diazepam 5 MG/ML Injectable Solution
354,디아제팜 2MG(삼진),19018909,Diazepam 2 MG Oral Tablet
355,디에프 캅셀 200mg,21601434,Pyrimidine analogues
356,디오겔 현탁액 17G/PA,21600048,Magnesium compounds
357,디오반 필름코팅정160mg,19096678,valsartan 160 MG Oral Tablet
358,디오반필름코팅정 80mg,1308851,valsartan 80 MG Oral Tablet
359,디오패스 정 160mg,19096678,valsartan 160 MG Oral Tablet
360,디오패스 정 80mg,1308851,valsartan 80 MG Oral Tablet
361,디클로플렉스 플라스타 14매/P,1124300,Diclofenac
362,디푸루칸 주 100mg/50ml/VI,1755040,Fluconazole 2 MG/ML Injectable Solution
363,딜라스트 캡슐 10mg,21604832,Antivertigo preparations
364,딜라트렌 정 12.5mg,19022750,carvedilol 12.5 MG Oral Tablet
365,딜라트렌 정 25mg,19022781,carvedilol 25 MG Oral Tablet
366,딜라트렌에스알캡슐 16mg,1346823,carvedilol
367,딜라트렌에스알캡슐 32mg,1346823,carvedilol
368,딜라트렌에스알캡슐 64mg,1346823,carvedilol
369,딜라트렌에스알캡슐 8mg,1346823,carvedilol
370,딜테란서방캡슐 90mg,19133613,Diltiazem Hydrochloride 90 MG Extended Release Oral Capsule
371,딜티아젬 서방정 90mg,19133612,Diltiazem Hydrochloride 90 MG Extended Release Oral Tablet
372,딤세프 주 1g/VI,1776684,Ceftazidime
373,라니티딘 주 50mg,961167,Ranitidine 25 MG/ML Injectable Solution
374,라록시퀸 정 60mg,44814412,Raloxifene Hydrochloride 60 MG Oral Tablet
375,라미프린 정 5mg,1334492,Ramipril 5 MG Oral Tablet
376,라믹탈 정 100mg,705108,lamotrigine 100 MG Oral Tablet
377,라베신 주 100MG,40169706,Labetalol hydrochloride 5 MG/ML Injectable Solution
378,라식스 정 40mg,957136,Furosemide 40 MG Oral Tablet
379,라이켄 캡슐 500mg,21600668,Antidiarrheal microorganisms
380,락토큐 과립,987153,Lactobacillus acidophilus
381,란스톤 캅셀,929889,lansoprazole 30 MG Delayed Release Oral Capsule
382,란스톤 LFDT 정15mg,929924,lansoprazole 15 MG Disintegrating Oral Tablet
383,란스톤 LFDT 정30mg,19098167,lansoprazole 30 MG Disintegrating Oral Tablet
384,람노스 캡슐 250mg,987128,Lactobacillus
385,래피손 정 10mg,975168,Hydrocortisone 10 MG Oral Tablet
386,레가론 캅셀 140,19103635,Silymarin 140 MG Oral Capsule
387,레그파라 정 25mg,1548111,cinacalcet
388,레나라 정 2.5mg,19022830,letrozole 2.5 MG Oral Tablet
389,레나젤 정 800mg,40163383,Sevelamer hydrochloride 800 MG Oral Tablet
390,레메론 솔탭 정 15mg,19070747,Mirtazapine 15 MG Disintegrating Oral Tablet
391,레메론 정,725180,Mirtazapine 30 MG Oral Tablet
392,레메론솔탭 정 30mg,19070748,Mirtazapine 30 MG Disintegrating Oral Tablet
393,레미닐 피알 서방캡슐 24mg,40165625,galantamine hydrobromide 24 MG Extended Release Oral Capsule
394,레미닐피알 서방캡슐 8mg,40165633,galantamine hydrobromide 8 MG Extended Release Oral Capsule
395,레미닐피알서방캡슐 16mg,40165621,galantamine hydrobromide 16 MG Extended Release Oral Capsule
396,레바넥스 정 200mg,21600095,Proton pump inhibitors
397,레보비르 캡슐 30mg,21603171,clevudine
398,레보투스 정 60mg,21603434,levodropropizine
399,레보펙신 정 100mg,19107185,Levofloxacin 100 MG Oral Tablet
400,레보펙신 정 500mg,1742255,Levofloxacin 500 MG Oral Tablet
401,레보프라이드 정 25mg,21600483,Propulsives
402,레비아 정 50mg,19019240,Naltrexone 50 MG Oral Tablet
403,레스타시스 점안액0.05%,19010551,Cyclosporine 0.5 MG/ML Ophthalmic Suspension
404,레포스포렌 주 1g,21602875,cefazedone
405,렉사프로 정 10mg,715940,Escitalopram 10 MG Oral Tablet
406,렉토제식 연고 30g,40241038,Nitroglycerin 0.004 MG/MG Rectal Ointment
407,렘스틴 주,1197677,Clemastine
408,로날 정 100mg,1113143,Aspirin 100 MG Oral Tablet
409,로라반 정 0.5mg(향),19019112,Lorazepam 0.5 MG Oral Tablet
410,로라비드 건조시럽 100MG/5ML,19078815,loracarbef 20 MG/ML Oral Suspension
411,로베틴 정 10mg,40165245,Rosuvastatin calcium 10 MG Oral Tablet
412,로베틴 정 5mg,40165261,Rosuvastatin calcium 5 MG Oral Tablet
413,로세릴 네일라카 5ml/BT,19064061,Amorolfine 50 MG/ML Topical Solution
414,로세릴 크림 20g/TU,19011787,Amorolfine 2.5 MG/ML Topical Cream
415,로세핀 주 1g,19074975,Ceftriaxone 100 MG/ML Injectable Solution
416,로아큐탄 10MG,984235,Isotretinoin 10 MG Oral Capsule
417,로칸 정,1391915,Ginkgo biloba extract 80 MG Oral Tablet
418,록솔 정 30mg,19060251,Ambroxol 30 MG Oral Tablet
419,록시그란 과립,19063874,Roxithromycin
420,루리드 정 150mg,19063875,Roxithromycin 150 MG Oral Tablet
421,루카신 주 750mg/VI,19073215,Ampicillin 250 MG/ML / Sulbactam 125 MG/ML Injectable Solution
422,루케어 정 10mg,19023368,montelukast 10 MG Oral Tablet
423,류마스탑 플라스타 14매/PACK,1124300,Diclofenac
424,류코스팀 300ug/vial,1304850,Filgrastim
425,리나치올,19041843,Carbocysteine
426,리노벤트 비액 15ml,1113074,Ipratropium Bromide 0.042 MG/ACTUAT Nasal Spray
427,리노에바스텔 캅셀,1154332,Pseudoephedrine
428,리노에바스텔 캅셀,19092433,ebastine
429,리단정 300MG,19019111,Lithium Carbonate 300 MG Oral Tablet
430,리리카캡슐 150mg,19112670,pregabalin 150 MG Oral Capsule
431,리마딘 정 5mcg,21601587,Other peripheral vasodilators
432,리바로 정 2mg,40165642,pitavastatin 2 MG Oral Tablet
433,리바후라민 500ML,19124969,Amino Acids
434,리벤돌 정 100mg,19107415,ALIBENDOL 100 MG Oral Tablet
435,리보트릴 0.5MG,798875,Clonazepam 0.5 MG Oral Tablet
436,리비알 2.5MG,19041934,tibolone 2.5 MG Oral Tablet
437,리비탈 정 25mg,21600522,Liver therapy
438,리센플러스 정,1516800,Risedronate
439,리센플러스 정,19095164,Cholecalciferol
440,리스페달 정 2mg,736053,Risperidone 2 MG Oral Tablet
441,리큅 정 0.25mg,713831,ropinirole 0.25 MG Oral Tablet
442,리큅 정 1 mg,19080241,ropinirole 1 MG Oral Tablet
443,리큅 정 2mg,713853,ropinirole 2 MG Oral Tablet
444,리큅피디 정 4mg,19134936,ropinirole 4 MG Extended Release Oral Tablet
445,리큅피디 정 8mg,19134934,ropinirole 8 MG Extended Release Oral Tablet
446,리포덱스 정 300mg,1763204,Rifampin
447,리포덱스 정 600mg,19022105,Rifampin 600 MG Oral Tablet
448,리포엠씨티10%주사 250ml,19070224,Soybean Oil
449,리포엠씨티10%주사 250ml,42899398,Medium chain triglycerides
450,리포엠씨티10%주사 500ml,19070224,Soybean Oil
451,리포엠씨티10%주사 500ml,42899398,Medium chain triglycerides
452,리피논 정 10mg,1545997,atorvastatin 10 MG Oral Tablet
453,리피드엘씨티 20% 250ml/PA,19023521,Soybean Oil 200 MG/ML Injectable Suspension
454,리피스톱 정 10mg,1545997,atorvastatin 10 MG Oral Tablet
455,리피스톱 정 20mg,19123592,atorvastatin 20 MG Oral Tablet
456,리피토 정 10mg,1545997,atorvastatin 10 MG Oral Tablet
457,리피토 정 20mg,19123592,atorvastatin 20 MG Oral Tablet
458,마데카솔 연고 10G/TB,42898716,Centella asiatica extract
459,마데카솔 연고 10G/TB,915981,Neomycin
460,마도파 에취비에스 캅셀 125,789653,Benserazide 25 MG / Levodopa 100 MG Oral Capsule
461,마도파 정 125mg,789621,Benserazide 25 MG / Levodopa 100 MG Oral Tablet
462,마도파 정 250mg,789652,Benserazide 50 MG / Levodopa 200 MG Oral Tablet
463,마도파 확산정 125mg,789621,Benserazide 25 MG / Levodopa 100 MG Oral Tablet
464,마로나제 정,21601227,Enzymes
465,마로비벤 에스 주 2ml,19029547,proxyphylline
466,마로비벤 에스 주 2ml,43525849,Melilotus extract
467,마로비벤-에이주사 2.2ml/AM,19071836,Calendula officinalis extract
468,마로비벤-에이주사 2.2ml/AM,42898402,Aconitum napellus extract
469,마로비벤-에이주사 2.2ml/AM,42899367,Matricaria chamomilla whole extract
470,마로비벤-에이주사 2.2ml/AM,42903989,Bellis perennis extract
471,마로비벤-에이주사 2.2ml/AM,919839,Arnica extract
472,마로비벤-에이주사 2.2ml/AM,958527,"belladonna extract, USP"
473,마이신 120만,21602848,benzathine benzylpenicillin
474,마이암부톨,40222616,Ethambutol Hydrochloride 400 MG Oral Tablet
475,마이오 스태트 주사-인공수정체,19074674,Carbachol 0.1 MG/ML Injectable Solution
476,마이코스타틴시럽,19079119,Nystatin 100000 UNT/ML Oral Suspension
477,맥스핌 주 1G,19074873,cefepime 20 MG/ML Injectable Solution
478,맥시트롤 안약 5ML,1518254,Dexamethasone
479,맥시트롤 안약 5ML,915981,Neomycin
480,맥시트롤 안약 5ML,948582,Polymyxin B
481,맥페란 주 10mg/2ml/AM,19078921,Metoclopramide 5 MG/ML Injectable Solution
482,맥페란정 5MG,906933,Metoclopramide 5 MG Oral Tablet
483,메게이스 현탁액 40mg/ml,1300978,Megestrol
484,메게이스에프내복현탁액 5ml,1301001,Megestrol Acetate 125 MG/ML Oral Suspension
485,메덜진주 0.2MG/1CC,40222885,Methylergonovine Maleate 0.2 MG/ML Injectable Solution
486,메디락디에스장용캅셀,21600669,lactic acid producing organisms
487,메디락에스장용캅셀,42898675,Bacillus subtilis
488,메로콕스캡슐 7.5mg,19103398,meloxicam 7.5 MG Oral Capsule
489,메로펜 주 0.5g,1709170,meropenem
490,메리움 정 0.5mg (향),21604565,Benzodiazepine derivatives
491,메리트씨 주 10g/20ml,19073642,Ascorbic Acid 500 MG/ML Injectable Solution
492,메리프린 주 2ml/A,19008106,coumarin
493,메리프린 주 2ml/A,19029547,proxyphylline
494,메바로친 정 40mg,40175400,Pravastatin Sodium 40 MG Oral Tablet
495,메바로친정 5MG,19022104,Pravastatin 5 MG Oral Tablet
496,메시마 캅셀 550mg,42903513,Phellinus linteus mycelium extract
497,메이액트 세립 100mg/g,1747005,cefditoren
498,메제트롤 현탁액 20ml/팩,40164972,Megestrol Acetate 40 MG/ML Oral Suspension
499,메치론 정 4mg,1506426,Methylprednisolone 4 MG Oral Tablet
500,메치코발 정 0.5mg,19107255,mecobalamin 0.5 MG Oral Tablet
501,메타데이트CD서방캡슐 20mg,40236442,Methylphenidate Hydrochloride 20 MG Extended Release Oral Tablet
502,메타졸 1G,19072255,Cefmetazole
503,메타키트 주사 1g/VI (NS100ml),19072255,Cefmetazole
504,메타키트 주사 1g/VI (NS100ml),967823,Sodium Chloride
505,메트리날 주 500mg/100ml/BT,1707348,Metronidazole 5 MG/ML Injectable Solution
506,메티마졸 5MG,1504672,Methimazole 5 MG Oral Tablet
507,메펨 주 1g/VI,1709170,meropenem
508,메푸친정,19028983,Procaterol 0.05 MG Oral Tablet
509,메프솔론 주사 125MG,19007003,Methylprednisolone 125 MG/ML Injectable Solution
510,멜락스캡슐,19103398,meloxicam 7.5 MG Oral Capsule
511,멜로디구강붕해정 7.5mg,1150345,meloxicam
512,명문로비눌주사 1ML,963359,Glycopyrrolate 0.2 MG/ML Injectable Solution
513,명인 벤즈트로핀 2mg,40168896,benztropine mesylate 2 MG Oral Tablet
514,명인 트라조돈 캅셀 25mg,19103852,Trazodone 25 MG Oral Capsule
515,명인아미트리프틸린정 10mg,40162672,Amitriptyline Hydrochloride 10 MG Oral Tablet
516,명인염산이미푸라민 25MG,778296,Imipramine Hydrochloride 25 MG Oral Tablet
517,명인할로페리돌 5MG,19077930,Haloperidol 5 MG Oral Tablet
518,모노신 정 100mg,1738542,Doxycycline 100 MG Oral Tablet
519,모노프릴정 10mg,40163753,Fosinopril Sodium 10 MG Oral Tablet
520,모빅 캅셀15mg,19103397,meloxicam 15 MG Oral Capsule
521,모빅 캡슐 7.5mg,19103398,meloxicam 7.5 MG Oral Capsule
522,모틴 주 20mg/VI,953076,Famotidine
523,모프리드 정 5mg,19106796,mosapride 5 MG Oral Tablet
524,몰시톤 정 4mg,19009891,Molsidomine 4 MG Oral Tablet
525,무타실산 4g,957797,Psyllium
526,뮤렉스 50mg,21604123,eperisone
527,뮤칼겔 10G,21600069,ordinary salt combinations
528,뮤코라제 정,19106160,Streptodornase 2500 UNT / Streptokinase 10000 UNT Oral Tablet
529,뮤코스텐10% 주사 3Ml/Amp,1139042,Acetylcysteine
530,뮤코졸 정 8mg,19030494,Bromhexine 8 MG Oral Tablet
531,뮤테란 과립 200mg/G,1139042,Acetylcysteine
532,미노신캅셀 50MG,1708904,Minocycline 50 MG Oral Capsule
533,미니린 나잘 스프레이 5ml,19135602,Desmopressin Acetate 0.01 MG/ACTUAT Nasal Spray
534,미니린 정 0.1mg,1517147,Desmopressin Acetate 0.1 MG Oral Tablet
535,미드론 정 2.5mg,40222924,midodrine hydrochloride 2.5 MG Oral Tablet
536,미드리아실 1% 안약 15ML,906116,Tropicamide 10 MG/ML Ophthalmic Solution
537,미드린 피 안약/10ml,1135766,Phenylephrine
538,미드린 피 안약/10ml,906072,Tropicamide
539,미라펙스 정 0.25mg,40165165,Pramipexole dihydrochloride 0.25 MG Oral Tablet
540,미라펙스 정 0.5mg,40165169,Pramipexole dihydrochloride 0.5 MG Oral Tablet
541,미소프로스톨 정,1150926,Misoprostol 0.2 MG Oral Tablet
542,미스타본액 600mg/3ml,19062064,Mesna 200 MG/ML Inhalant Solution
543,미졸렌 정 10mg,19018088,mizolastine 10 MG Extended Release Oral Tablet
544,미크신 주 120MG,19072089,micronomicin
545,믹스타드30 이노렛 100단위/ml(*3ml),19122121,Insulin
546,바난 건조시럽 10mg/ml,19074935,cefpodoxime 10 MG/ML Oral Suspension
547,바라크루드 정 0.5mg,1711248,entecavir 0.5 MG Oral Tablet
548,바라크루드 정 1mg,1711250,entecavir 1 MG Oral Tablet
549,바리다제 정,19106160,Streptodornase 2500 UNT / Streptokinase 10000 UNT Oral Tablet
550,바메딘 정 100mg,21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
551,바세린(백색바셀린) 연고,19033354,Petrolatum
552,바스티난 정,19005627,Trimetazidine 20 MG Oral Tablet
553,바이라미드 100MG,19010404,Ribavirin 100 MG Oral Capsule
554,바이토린 정 10/10,1539469,ezetimibe 10 MG / Simvastatin 10 MG Oral Tablet
555,바이토린 정 10/20,1526479,ezetimibe 10 MG / Simvastatin 20 MG Oral Tablet
556,바크로비 (주) 250mg/10ml,19061193,Acyclovir 25 MG/ML Injectable Solution
557,바크로비 연고 5G,1703689,Acyclovir 50 MG/ML Topical Cream
558,바크로비 정 200mg,1703745,Acyclovir 200 MG Oral Tablet
559,박사르 정 2mg,19011548,lacidipine 2 MG Oral Tablet
560,박트로반연고 10G,19008723,Mupirocin 0.02 MG/MG Topical Ointment
561,박티그라 거즈(10cmX10cm),1790812,Chlorhexidine
562,발트렉스 정 500mg,1717708,valacyclovir 500 MG Oral Tablet
563,밤벡 시럽,19034275,bambuterol
564,밤벡 정 10mg,19004167,bambuterol 10 MG Oral Tablet
565,베라실 정 0.02mg,21601002,beraprost
566,베로슈린 휴먼 1000IU/10ML,19078555,"Regular Insulin, Human 100 UNT/ML Injectable Solution"
567,베스자임 정,19030387,Bromelains
568,베스자임 정,916662,dimethicone
569,베스자임 정,926487,Pancreatin
570,베스트론 이비과용제 5ml/BT,21605146,Antiinfectives
571,베스티딘 주 20mg/AM,953076,Famotidine
572,베이슨 정 0.2mg,1529331,Acarbose
573,베이슨 정 0.3mg,1529331,Acarbose
574,베카론 주 4mg/VI,19022616,Vecuronium 4 MG/ML Injectable Solution
575,벡토린액 100MG/20CC,1154343,Albuterol
576,벤타비스 흡입액 0.02mg/2ml,19112949,Iloprost 0.01 MG/ML Inhalant Solution
577,벤토린 에보할러 100mcg,1154343,Albuterol
578,벨록사 주 100mg/VI,1318011,oxaliplatin
579,벨케이드 주,1336825,bortezomib
580,벨케이드 주,994058,Mannitol
581,보나링 에이 정 50MG,19020367,Dimenhydrinate 50 MG Oral Tablet
582,보령 부스파정 5MG,40167443,buspirone hydrochloride 5 MG Oral Tablet
583,보령 퀘스트란 현탁용산 4g/9g/PA,19095309,Cholestyramine Resin
584,보령뮤코미스트액 800mg/4ml/VI,19072270,Acetylcysteine 200 MG/ML Inhalant Solution
585,보령세프트리악손 주 2g,19028313,Ceftriaxone 350 MG/ML Injectable Solution
586,보령아스트릭스캅셀100mg,19103854,Aspirin 100 MG Delayed Release Oral Capsule
587,보령에바스텔 내복액,19092435,ebastine 1 MG/ML Oral Solution
588,보령에바스텔 정 10mg,19064800,ebastine 10 MG Oral Tablet
589,보령일본뇌염백신주 1ml/VI,19047598,"Japanese encephalitis virus vaccine, inactivated"
590,보령토르세미드 정 10mg,942382,torsemide 10 MG Oral Tablet
591,보령토르세미드 정 5mg,942385,torsemide 5 MG Oral Tablet
592,복합파자임이중정,926487,Pancreatin
593,복합파자임이중정,966991,Simethicone
594,복합파자임이중정,988095,Ursodeoxycholate
595,본비바 정 150mg,1512480,Ibandronate
596,본비바 주 3mg/PFS,1512480,Ibandronate
597,볼루벤 주 500ml,43012054,hydroxyethyl starch 130-0.4 60 MG/ML Injectable Solution
598,부광 아젭틴 정 1mg,934075,azelastine
599,부광 치옥타시드 주,1386694,Thioctic Acid 25 MG/ML Injectable Solution
600,부광 케토푸로펜 주 100MG,1185963,Ketoprofen 50 MG/ML Injectable Solution
601,부광더모픽스 겔 100g/BT,19062961,sertaconazole 20 MG/ML Topical Cream
602,부광스틸녹스 정 10MG(향),40163492,Zolpidem tartrate 10 MG Oral Tablet
603,부광아데포비어 정 10mg,40168220,adefovir dipivoxil 10 MG Oral Tablet
604,부광이토프리드 정 50mg,21600483,Propulsives
605,부광켈론 정 10mg,42800545,Betaxolol Hydrochloride 10 MG Oral Tablet
606,부광켈론 정 20mg,42800549,Betaxolol Hydrochloride 20 MG Oral Tablet
607,부로미딘 정 2.5mg,730551,Bromocriptine 2.5 MG Oral Tablet
608,부루탈 주사 10ML/AMP,19095761,ferric chloride
609,부루펜정 100mg,19019979,Ibuprofen 100 MG Oral Tablet
610,부루펜정 400mg,19019072,Ibuprofen 400 MG Oral Tablet
611,부스론 정 5mg,40167443,buspirone hydrochloride 5 MG Oral Tablet
612,부스코판,966034,Scopolamine 20 MG/ML Injectable Solution
613,브레비블럭 주100mg,40182870,Esmolol hydrochloride 10 MG/ML Injectable Solution
614,브롬헥신,19064796,Bromhexine 2 MG/ML Injectable Solution
615,비다자 100mg 현탁주사용분말,1314865,Azacitidine
616,비리어드 정 300mg,1710312,Tenofovir disoproxil fumarate 300 MG Oral Tablet
617,비바루브리케이팅아이드롭스,40223526,Polysorbate 80 10 MG/ML Ophthalmic Solution
618,비백 650G/1EA,939506,Sodium Bicarbonate
619,비스칸엔 산,21600668,Antidiarrheal microorganisms
620,비씨시티콜린 주 250mg/2ml/AM,19011181,Citicoline 125 MG/ML Injectable Solution
621,비아드 정 100mg,21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
622,비오플 250 캅셀,19121591,Saccharomyces boulardii 250 MG Oral Capsule
623,비오플250산 282.5mg/포,991855,Saccharomyces boulardii
624,비타민-씨정 50MG,19073643,Ascorbic Acid 50 MG Oral Tablet
625,비타민케이 원 주 10MG,19044756,Vitamin K 1 10 MG/ML Injectable Solution
626,빈크란 주 1mg/VI,40170314,Vincristine Sulfate 1 MG/ML Injectable Solution
