row,procedurename,concept_id,concept_name
332,복재정맥 전발거술 및 분지제거술(관통정맥결찰동반),42872540,High ligation and stripping of long saphenous vein and multiple avulsions of varicose veins
333,복합림프물리치료(1일당),2721415,"Complex lymphedema therapy, each 15 minutes"
334,부부상담치료(인지치료),4036569,Cognitive therapy
335,부분체외순환,4150658,"Regional extracorporeal circulation, except hepatic"
336,부분체외순환(10시간초과1일당),4150658,"Regional extracorporeal circulation, except hepatic"
337,부분체외순환10시간초과익일부터[1일당]-ECMO 사용,2002247,Extracorporeal membrane oxygenation [ECMO]
338,부분체외순환-ECMO 사용(10시간초과1일당),2002247,Extracorporeal membrane oxygenation [ECMO]
339,"부분층피부이식술 (기타, 25㎠ 이상~100㎠ 미만)",4291637,Split thickness skin graft
340,부비동내시경하생검,4010253,Nasal sinus endoscopy
341,부속기종양적출술[난소보전),44513521,Other specified bilateral excision of adnexa of uterus
342,부인과 초음파(TV sono;초회용),4306147,Diagnostic Doppler ultrasonography
343,부인과 초음파(TV sono;F/U),4306147,Diagnostic Doppler ultrasonography
344,"분만감시(일반감시,12시간이내)",4060027,Intrapartum monitoring of fetus with pulsed Doppler ultrasound
345,"분만감시(전자감시,12시간이내)",2007079,Electrographic monitoring
346,분만통증완화술,4078199,Epidural anesthesia
347,"분만후처치(주치의,간호사시행)",2110314,Postpartum care only (separate procedure)
348,불안민감성 지표(ASI-R),44811925,Anxiety screening
349,불안척도(성인 및 아동),44811925,Anxiety screening
350,불안평가(상태-특성)-STAI,44811925,Anxiety screening
351,비디오전기안진검사- 두부충동검사,4246330,Electronystagmogram
352,비디오전기안진검사- 진동자 안진검사,4246330,Electronystagmogram
353,비디오전기안진검사-급속안구운동검사,4246330,Electronystagmogram
354,비디오전기안진검사-두위및두위변환안진검사,4246330,Electronystagmogram
355,비디오전기안진검사-두진후안진검사,4246330,Electronystagmogram
356,비디오전기안진검사-시운동성안진및시운동후안진검사,4246330,Electronystagmogram
357,비디오전기안진검사-시표추적검사,4246330,Electronystagmogram
358,비디오전기안진검사-온도안진검사(냉온교대검사),4246330,Electronystagmogram
359,비디오전기안진검사-자발및주시안진검사,4246330,Electronystagmogram
360,비인강경내시경하생검,2001252,Pharyngoscopy
361,비인두 내시경검사(Post-op),44788943,Speech assessment
362,비인두 내시경검사(Pre-op),44788943,Speech assessment
363,비자극검사-급여(Non Stress TEST),2110284,Fetal non-stress test
364,사건충격척도(IES-R),40492724,Assessment using psychotic symptom rating scale
365,사건충격척도(IES-R),40492724,Assessment using psychotic symptom rating scale
366,사회기술훈련,4040976,Behavioral therapy
367,사회사업 지도,4127901,Referral to social services department social worker
368,사회사업상담,4062346,Social counseling
369,사회사업조사,4249127,Social assessment
370,사회성 증진 프로그램 1회,4036569,Cognitive therapy
371,사회성 훈련,4040976,Behavioral therapy
372,사회성 훈련,4040976,Behavioral therapy
373,사회성숙도검사(SMT),4245993,Vineland social maturity test
374,사회성증진 프로그램(4회),4036569,Cognitive therapy
375,산부인과초음파검사(F/U),4306147,Diagnostic Doppler ultrasonography
376,산전처치(C/Sec),4112701,Prenatal examination and care of mother
377,삼차신경절 Block,4140397,Local anesthetic nerve block
378,삼차신경절 Block *0.5,4140397,Local anesthetic nerve block
379,삼차신경절파괴술(Gasserian ganglion block)(PAN),4237430,Gasserian ganglion block
380,상박신경총차단마취관리기본[1시간기준],4262378,Injection of anesthetic agent into brachial plexus
381,상실성부정맥고주파절제술,4049987,Radiofrequency ablation operation for arrhythmia
382,상악신경 Block(PAN),4140397,Local anesthetic nerve block
383,상악신경 Block(PAN)*0.5,4140397,Local anesthetic nerve block
384,상완혈관초음파검사 2회 이상,4306147,Diagnostic Doppler ultrasonography
385,상지 Motor EP(PM),2314142,Central motor evoked potential study (transcranial motor stimulation); upper limbs
386,상지(감각신경) NCV,4198105,Nerve conduction study
387,상지(양) EMG&NCV+구간,2314118,Needle electromyography; 1 extremity with or without related paraspinal areas
388,상지(양) NCV,43528016,Nerve conduction studies; 1-2 studies
389,상지(양)+하지(양) NCV,43528016,Nerve conduction studies; 1-2 studies
390,상지(양)+하지(양)EMG&NCV+구간,2314118,Needle electromyography; 1 extremity with or without related paraspinal areas
391,상지(양)NCV+상지(편)EMG+구간,2314118,Needle electromyography; 1 extremity with or without related paraspinal areas
392,상지(운동신경) NCV,43528016,Nerve conduction studies; 1-2 studies
393,상지(편) EMG&NCV,42742392,"Needle electromyography, each extremity, with related paraspinal areas, when performed, done with nerve conduction, amplitude and latency/velocity study; limited (List separately in addition to code for primary procedure)"
394,상지(편) EMG&NCV+구간,2314118,Needle electromyography; 1 extremity with or without related paraspinal areas
395,상지(편) NCV(운동+감각),43528016,Nerve conduction studies; 1-2 studies
396,상지(편)+하지(편) NCV,43528016,Nerve conduction studies; 1-2 studies
397,상지(편)+하지(편)EMG&NCV+구간,2314118,Needle electromyography; 1 extremity with or without related paraspinal areas
398,상지(편측)+하지(양측) NCV,43528016,Nerve conduction studies; 1-2 studies
399,색각검사(100 HUE TEST),2007822,Color vision study
400,색소레이저광선치료(1회당)10cm미만,45768779,Pulsed dye laser therapy to skin
401,생체 현미경 전간부 촬영,2007826,Fundus photography
402,"선택적 경추간공 경막외Block,2level부터(경추및흉추)",4120974,Local anesthetic cervical epidural block
403,"선택적 경추간공 경막외Block,2level부터(경추및흉추)",4118957,Local anesthetic thoracic epidural block
404,"선택적 경추간공 경막외Block,2level부터(요추및천추)",4110978,Local anesthetic lumbar epidural block
405,성상신경절 Block *0.5,4142322,Sympathetic nerve or ganglion block
406,세기변조 방사선치료 [1회당],40480519,Intensity modulated radiation therapy
407,세기변조방사선치료-제1회,2211840,"Intensity modulated radiotherapy plan, including dose-volume histograms for target and critical structure partial tolerance specifications"
408,소아 백내장,2000589,Excision of secondary membrane [after cataract]
409,소아열성경련 예방처치,4061660,Preventive procedure
410,소아열성경련 응급처치,4336317,Convulsive therapy
411,소장내시경 A,4143985,Capsule endoscopy
412,소장내시경 B,4143985,Capsule endoscopy
413,소장내시경 C,4143985,Capsule endoscopy
414,소형금속판의 제거술,4116584,Removal of plate from bone
415,소화기 복부초음파(조직검사 등 시술후),4306147,Diagnostic Doppler ultrasonography
416,솔린(또는 프리트) 등 Enema,4265034,Giving patient an enema
417,"수면 위ESD(일괄절제,수면유도료별도)",4140316,Fiberoptic endoscopic submucosal resection of lesion of upper gastrointestinal tract
418,"수면 위ESD(일괄절제,전액본인,수면유도료별도)",4137228,Fiberoptic endoscopic submucosal resection of lesion of stomach
419,"수면 위ESD(조각절제,수면유도료별도)",4140316,Fiberoptic endoscopic submucosal resection of lesion of upper gastrointestinal tract
420,수면 Aspiration Cytology Under EUS(C38),4306147,Diagnostic Doppler ultrasonography
421,수면 Aspiration Cytology Under EUS(C45),4306147,Diagnostic Doppler ultrasonography
422,수면 CE-EUS((조영),4306147,Diagnostic Doppler ultrasonography
423,수면 Colonic EUS,4306147,Diagnostic Doppler ultrasonography
424,수면 Colonic Miniprobe EUS,4306147,Diagnostic Doppler ultrasonography
425,수면 ESD(Endoscopic Submucosal Dissection),4140316,Fiberoptic endoscopic submucosal resection of lesion of upper gastrointestinal tract
426,수면 EUS Recheck,4306147,Diagnostic Doppler ultrasonography
427,수면 LGI ESD(Endoscopic Submucosal Dissection),4140316,Fiberoptic endoscopic submucosal resection of lesion of upper gastrointestinal tract
428,수면 PancreatoHepatic EUS,4306147,Diagnostic Doppler ultrasonography
429,수면 Sigmoid EUS,4306147,Diagnostic Doppler ultrasonography
430,수면 Sigmoid Miniprobe EUS,4306147,Diagnostic Doppler ultrasonography
431,수면 Upper EUS,4306147,Diagnostic Doppler ultrasonography
432,수면 Upper Miniprobe EUS,4306147,Diagnostic Doppler ultrasonography
433,수면각성 EUS,4306147,Diagnostic Doppler ultrasonography
434,수면내시경 초음파검사,4306147,Diagnostic Doppler ultrasonography
435,수면다원화검사(이비인후과용),2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
436,수면중무호흡증후군수술(구개인두성형),4091735,Palatopharyngoplasty
437,수술 중 초음파(유방크리닉),4306147,Diagnostic Doppler ultrasonography
438,수술용 기본폐기능검사,2314008,"Bronchodilation responsiveness, spirometry as in 94010, pre- and post-bronchodilator administration"
439,수술중 내시경 위점막하 절제술(ESD)일괄절제,4140316,Fiberoptic endoscopic submucosal resection of lesion of upper gastrointestinal tract
440,수술중 신경생리추적검사 6hr(2종이상),43528024,"Continuous intraoperative neurophysiology monitoring in the operating room, one on one monitoring requiring personal attendance, each 15 minutes (List separately in addition to code for primary procedure)"
441,수술중 신경생리추적검사 8hr(2종이상),43528024,"Continuous intraoperative neurophysiology monitoring in the operating room, one on one monitoring requiring personal attendance, each 15 minutes (List separately in addition to code for primary procedure)"
442,"수술중 심초음파-마취과용(연속,Intra op TEE)",4306147,Diagnostic Doppler ultrasonography
443,수술중혈류도플러(1vessel),4306147,Diagnostic Doppler ultrasonography
444,수술중혈류도플러(2vesse이상),4306147,Diagnostic Doppler ultrasonography
445,수술후 Wound Natural Drainage,4124141,Continuous suction drainage
446,수족지 동맥 검사 (F.T),4306147,Diagnostic Doppler ultrasonography
447,수족지 동맥 검사(Digital),4306147,Diagnostic Doppler ultrasonography
448,수족지 동맥 검사(Toe),4306147,Diagnostic Doppler ultrasonography
449,수족지부 신경봉합술,4250330,Neurorrhaphy
450,쉬나이더검사(후각역치측정),4091871,Olfaction test
451,스트레스수준 및 대처방식 평가,40492724,Assessment using psychotic symptom rating scale
452,시각-운동통합능력 발달검사(VMI),4220962,Figure drawing test
453,시신경유두입체 연속촬영(양측),4071170,"Ocular photography for medical evaluation and documentation, stereophotography"
454,시야검사(편측);automated,2007811,Visual field study
455,식도압박지혈 튜브 삽입,4070860,Balloon tamponade of esophagus
456,신경간내 주사,4215832,Prolotherapy
457,신경과 인지기능검사,44790514,Neuropsychology test of memory
458,신경과 인지기능검사(3시간),4035325,Infant development screening
459,신경과 인지기능검사1,44790514,Neuropsychology test of memory
460,신경과 인지기능검사2,44790514,Neuropsychology test of memory
461,신경과 인지기능검사3,44790514,Neuropsychology test of memory
462,신경심리검사1,4012466,"Assessment and interpretation of higher cerebral function, cognitive testing"
463,신경심리검사3,46285210,Assessment using Attentional Capacity Test
464,"신경전도검사(하지-감각신경,편측)",4198105,Nerve conduction study
465,"신경전도검사(하지-운동신경,편측)",43528016,Nerve conduction studies; 1-2 studies
466,신경학적 척도검사(운동질환척도)-기타,4062733,Neurological screening
467,신장투석위한 초음파유도료(KD),4306147,Diagnostic Doppler ultrasonography
468,심근 단일광자전산화단층촬영(약물부하),40756922,"Myocardial perfusion imaging, tomographic (SPECT) (including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); single study, at rest or stress ("
469,심근조영ECHO,4306147,Diagnostic Doppler ultrasonography
470,심박변이도 검사,2314138,"Testing of autonomic nervous system function; sudomotor, including 1 or more of the following: quantitative sudomotor axon reflex test (QSART), silastic sweat imprint, thermoregulatory sweat test, and changes in sympathetic skin potential"
471,심박변이도(HRV),2314138,"Testing of autonomic nervous system function; sudomotor, including 1 or more of the following: quantitative sudomotor axon reflex test (QSART), silastic sweat imprint, thermoregulatory sweat test, and changes in sympathetic skin potential"
472,심박변이도(HRV)(URO),2314138,"Testing of autonomic nervous system function; sudomotor, including 1 or more of the following: quantitative sudomotor axon reflex test (QSART), silastic sweat imprint, thermoregulatory sweat test, and changes in sympathetic skin potential"
473,"심박출량 측정(삽입 익일부터,1일당),스완간즈카테터법",2313912,"Indicator dilution studies such as dye or thermodilution, including arterial and/or venous catheterization; subsequent measurement of cardiac output"
474,심장도플러검사(산재전용),4311293,Color doppler ultrasound
475,심전도 감시[원격심박기술에 의한 감시][1일당],4187078,Electrocardiographic monitoring
