row,diagname,concept_id,concept_name
325,Tuberculous peritonitis(K67.3*),196019,"Tuberculosis of intestines, peritoneum and mesenteric glands"
326,Tuberculous enteritis(K93.0*),196019,"Tuberculosis of intestines, peritoneum and mesenteric glands"
327,Retroperitoneal tuberculosis (K93.0*),196019,"Tuberculosis of intestines, peritoneum and mesenteric glands"
328,Tuberculosis of other endocrine glands (E35.8*),434557,Tuberculosis
329,Tuberculosis of heart,434557,Tuberculosis
330,Tuberculosis of spleen(D77*),434557,Tuberculosis
331,Miliary tuberculosis,434559,Miliary tuberculosis
332,Acute miliary tuberculosis of a single specified site,435734,Acute miliary tuberculosis
333,Acute miliary tuberculosis of multiple sites,4087419,Acute miliary tuberculosis of multiple sites
334,"Acute miliary tuberculosis, unspecified",4112387,Disseminated tuberculosis
335,Other miliary tuberculosis,434559,Miliary tuberculosis
336,"Miliary tuberculosis, unspecified",434559,Miliary tuberculosis
337,Disseminated tuberculosis,434559,Miliary tuberculosis
338,Tuberculous polyserositis,434559,Miliary tuberculosis
339,Bubonic plague,321212,Bubonic plague
340,Cellulocutaneous plague,140627,Cellulocutaneous plague
341,Pneumonic plague,254561,Pneumonic plague
342,Plague meningitis,4088214,Plague meningitis
343,Septicemic plague,442137,Septicemic plague
344,Plague,434271,Plague
345,Septicaemic plague,442137,Septicemic plague
346,"Plague, unspecified",434271,Plague
347,Tularaemia,441781,Tularemia
348,Ulceroglandular tularemia,312825,Ulceroglandular tularemia
349,Pulmonary tularemia,258061,Pulmonary tularemia
350,Abdominal tularemia,439398,Enteric tularemia
351,Generalized tularemia,4143476,Generalized tularemia
352,Other forms of tularemia,441781,Tularemia
353,"Tularemia, unspecified",441781,Tularemia
354,Oculoglandular tularaemia,320317,Oculoglandular tularemia
355,Gastrointestinal tularaemia,439398,Enteric tularemia
356,Malignant pustule,138954,Cutaneous anthrax
357,Pulmonary anthrax,4034608,Inhalational anthrax
358,Gastrointestinal anthrax,192826,Gastrointestinal anthrax
359,Other forms of anthrax,444228,Anthrax manifestation
360,"Anthrax, unspecified",438960,Anthrax
361,Brucellosis,441497,Brucellosis
362,Brucellosis due to Brucella melitensis,443590,Infection due to Brucella melitensis
363,Other brucellosis,441497,Brucellosis
364,"Brucellosis, unspecified",441497,Brucellosis
365,Glanders and Melioidosis,443542,Melioidosis
366,Glanders,437492,Glanders
367,Infection due to Pseudomonas mallei,437492,Glanders
368,Acute and fulminating melioidosis,4090674,Acute and fulminating melioidosis
369,Melioidosis pneumonia,4090674,Acute and fulminating melioidosis
370,Melioidosis sepsis,4090674,Acute and fulminating melioidosis
371,Subacute and chronic melioidosis,4090675,Subacute and chronic melioidosis
372,Rat-bite fevers,433690,Rat bite fever
373,Haverhill fever,432244,Streptobacillary fever
374,"Rat bite fever, unspecified",433690,Rat bite fever
375,"Rat-bite fever, unspecified",433690,Rat bite fever
376,Erysipeloid,4266323,Erysipeloid
377,Cutaneous erysipeloid,4345447,Cutaneous erysipeloid
378,Erythema migrans,4345447,Cutaneous erysipeloid
379,Other forms of erysipeloid,440939,Erysipelothrix
380,"Erysipeloid, unspecified",4143956,Infection due to Erysipelothrix rhusiopathiae
381,Erysipelothrix septicaemia,40486058,Sepsis due to Erysipelothrix
382,Leptospirosis,432246,Leptospirosis
383,Leptospirosis icterohemorrhagica,436346,Leptospirosis icterohemorrhagica
384,"Leptospirosis, unspecified",432246,Leptospirosis
385,"Leptosprirosis, unspecified",432246,Leptospirosis
386,Pasteurellosis,436897,Pasteurella infection
387,Cat-scratch disease,440642,Cat scratch disease
388,"Other specified zoonotic bacterial diseases, NEC",432545,Bacterial infectious disease
389,"Zoonotic bacterial disease, unspecified",432545,Bacterial infectious disease
390,Leprosy [hansen`s disease],432821,Leprosy
391,Tuberculoid leprosy,136898,Tuberculoid leprosy
392,Lepromatous leprosy,137207,Lepromatous leprosy
393,"Leprosy, unspecified",432821,Leprosy
394,Borderline tuberculoid leprosy,4347522,Borderline tuberculoid leprosy
395,Other forms of leprosy,432821,Leprosy
396,Infection due to other mycobacteria,440631,Mycobacteriosis
397,Pulmonary mycobacterial infection,256622,Pulmonary disease due to Mycobacteria
398,Infection due to Mycobacterium avium,256622,Pulmonary disease due to Mycobacteria
399,Infection due to Mycobacterium intracellulare[Batteybacillus],256622,Pulmonary disease due to Mycobacteria
400,Infection due to Mycobacterium kansasii,256622,Pulmonary disease due to Mycobacteria
401,Cutaneous mycobacterial infection,141498,Cutaneous infectious disease due to Mycobacteria
402,Infection due to Mycobacterium marinum,141498,Cutaneous infectious disease due to Mycobacteria
403,Mycobacterial ulcer,141498,Cutaneous infectious disease due to Mycobacteria
404,Other mycobacterial infections,440631,Mycobacteriosis
405,Mycobacterium abscessus infection,440631,Mycobacteriosis
406,Mycobacterium chelonae infection,440631,Mycobacteriosis
407,Mycobacterium fortuitum infection,440631,Mycobacteriosis
408,Mycobacterium gordonae infection,440631,Mycobacteriosis
409,"Mycobacterial infection, unspecified",440631,Mycobacteriosis
410,Atypical mycobacterial infection NOS,440631,Mycobacteriosis
411,Listerial meningitis and meningoencephalitis,4136344,Listeria meningitis
412,Listerial septicemia,434821,Systemic inflammatory response syndrome
413,"Listeriosis, unspecified",438059,Listeriosis
414,Cutaneous listeriosis,4296067,Cutaneous listeriosis
415,Listerial septicaemia,434821,Systemic inflammatory response syndrome
416,Tetanus neonatorum,133024,Tetanus neonatorum
417,Obstetrical tetanus,4091321,Obstetrical tetanus
418,Other tetanus,435740,Tetanus
419,Tetanus NOS,435740,Tetanus
420,Pharyngeal diphtheria,436326,Faucial diphtheria
421,Nasopharyngeal diphtheria,442550,Nasopharyngeal diphtheria
422,Diphtheria,434568,Diphtheria
423,Other diphtheria,434568,Diphtheria
424,Whooping cough,257778,Pertussis
425,Whooping cough due to Bordetella pertussis,257778,Pertussis
426,Whooping cough due to Bordetella parapertussis,441786,Infection due to Bordetella parapertussis
427,Whooping cough due to Bordetella species,258955,Whooping cough due to organism other than Bordetella pertussis
428,"Whooping cough, unspecified",257778,Pertussis
429,Whooping cough due to other bordetella species,258955,Whooping cough due to organism other than Bordetella pertussis
430,Scarlet fever,141213,Scarlet fever
431,Meningococcal infection,436621,Meningococcal infectious disease
432,Meningococcal meningitis,438338,Meningococcal meningitis
433,"Meningococcemia, unspecified",133691,Meningococcemia
434,Meningococcal pericarditis,317208,Meningococcal carditis
435,Other meningococcal infections,436621,Meningococcal infectious disease
436,Meningococcal encephalitis,436621,Meningococcal infectious disease
437,"Meningococcal infection, unspecified",436621,Meningococcal infectious disease
438,Meningococcal disease NOS,436621,Meningococcal infectious disease
439,Acute meningococcaemia,4090689,Acute meningococcemia
440,"Meningococcaemia, unspecified",133691,Meningococcemia
441,Streptococcal septicaemia,40489908,Sepsis due to Streptococcus
442,"Sepsis due to streptococcus, group A",40487616,Sepsis due to Streptococcus pyogenes
443,"Septicemia due to streptococcus, group B",40489909,Sepsis due to Streptococcus agalactiae
444,Septsis due to Streptococcus pneumoniae,40489912,Sepsis due to Streptococcus pneumoniae
445,Pneumococcal sepsis,40489912,Sepsis due to Streptococcus pneumoniae
446,Other streptococcal septicemia,40489908,Sepsis due to Streptococcus
447,"Streptococcal septicemia, unspecified",40489908,Sepsis due to Streptococcus
448,"Septicaemia due to streptococcus, group a",40487616,Sepsis due to Streptococcus pyogenes
449,"Septicaemia due to streptococcus, group b",40489909,Sepsis due to Streptococcus agalactiae
450,Septicaemia due to streptococcus pneumoniae,40489912,Sepsis due to Streptococcus pneumoniae
451,Other streptococcal septicaemia,40489908,Sepsis due to Streptococcus
452,"Streptococcal septicaemia, unspecified",40489908,Sepsis due to Streptococcus
453,Other septicaemia,132797,Sepsis
454,Septicemia due to Staphylococcus aureus,40489907,Sepsis due to Staphylococcus aureus
455,Septicemia due to other specified staphylococcus,40487059,Sepsis due to Staphylococcus
456,Sepsis due to coagulase-negative staphylococcus,40487059,Sepsis due to Staphylococcus
457,Septicemia due to unspecified staphylococcus,40487059,Sepsis due to Staphylococcus
458,Septicemia due to Hemophilus influenza,40486059,Sepsis due to Haemophilus influenzae
459,Sepsis due to anaerobes,40486631,Sepsis due to anaerobic bacteria
460,Septicemia due to other Gram negative organisms,40493038,Sepsis due to Gram negative bacteria
461,Sepsis due to Escherichia coli[E.coli],40493038,Sepsis due to Gram negative bacteria
462,Sepsis due to Pseudomonas,40493038,Sepsis due to Gram negative bacteria
463,Sepsis due to other Gram-negative organisms,40493038,Sepsis due to Gram negative bacteria
464,Sepsis due to unspecified Gram-negative organisms,40493038,Sepsis due to Gram negative bacteria
465,E coli septicemia,40493038,Sepsis due to Gram negative bacteria
466,Other specified septicemia,132797,Sepsis
467,Sepsis due to Enterococcus,132797,Sepsis
468,Other specified sepsis,132797,Sepsis
469,Vibrio sepsis,132797,Sepsis
470,"Septicemia, unspecified",132797,Sepsis
471,Septic shock,132797,Sepsis
472,Septicemia,132797,Sepsis
473,Septicaemia due to staphylococcus aureus,40489907,Sepsis due to Staphylococcus aureus
474,Septicaemia due to other specified staphylococcus,40487059,Sepsis due to Staphylococcus
475,Septicaemia due to unspecified staphylococcus,40487059,Sepsis due to Staphylococcus
476,Septicaemia due to anaerobes,40486631,Sepsis due to anaerobic bacteria
477,Septicaemia due to other gram-negative organisms,40493038,Sepsis due to Gram negative bacteria
478,Sepsis due to Vibrio,40493038,Sepsis due to Gram negative bacteria
479,Other specified septicaemia,132797,Sepsis
480,"Septicaemia, unspecified",132797,Sepsis
481,Actinomycosis,436020,Actinomycotic infection
482,Pulmonary actinomycosis,260026,Pulmonary actinomycosis
483,Abdominal actinomycosis,192549,Abdominal actinomycosis
484,Cervicofacial actinomycosis,252544,Cervicofacial actinomycosis
485,Actinomycotic septicemia,40487063,Sepsis due to Actinomyces
486,Other forms of actinomycosis,436020,Actinomycotic infection
487,Cutaneous actinomycosis,436020,Actinomycotic infection
488,"Actinomycosis, unspecified",436020,Actinomycotic infection
489,"Nocardiosis, unspecified",4104668,Nocardiosis
490,Pulmonary nocardiosis,4049797,Pulmonary nocardiosis
491,Other forms of nocardiosis,436020,Actinomycotic infection
492,Trichomycosis axillaris,440330,Bartonellosis
493,Erysipelas,4143956,Infection due to Erysipelothrix rhusiopathiae
494,"Other bacterial diseases, nec",432545,Bacterial infectious disease
495,Gas gangrene,433696,Gas gangrene
496,Legionnaires' disease,4149849,Infection by Legionella pneumophilia
497,Non-pneumonic Legionnaires'disease [Pontiac fever],4347535,Pontiac fever
498,Toxic shock syndrome,201214,Toxic shock syndrome
499,Staphylococcal toxic shock syndrome,201214,Toxic shock syndrome
500,Other specified bacterial diseases,432545,Bacterial infectious disease
501,Legionnaires` disease,4149849,Infection by Legionella pneumophilia
502,Bacterial infection of unspecified site,432545,Bacterial infectious disease
503,"Staphylococcal infection, unspecified site",435459,Staphylococcal infectious disease
504,"Streptococcal infection, unspecified site",437779,Streptococcal infectious disease
505,"Hemophilus influenza infection, unspecified site",434277,Haemophilus influenzae infection
